? Hugging Face token is set.
wandb token is set
Skipping invalid MCQ answer: 'g' not in options: ['a', 'b', 'c', 'd', 'e']
Skipping invalid MCQ answer: 'f' not in options: ['a', 'b', 'c', 'd', 'e']
Skipping invalid MCQ answer: 'f' not in options: ['a', 'b', 'c', 'd', 'e']
Skipping invalid MCQ answer: 'h' not in options: ['a', 'b', 'c', 'd', 'e']
Skipping invalid MCQ answer: 'g' not in options: ['a', 'b', 'c', 'd', 'e']
Skipping invalid MCQ answer: 'g' not in options: ['a', 'b', 'c', 'd', 'e']
Skipping invalid MCQ answer: 'g' not in options: ['a', 'b', 'c', 'd', 'e']
Skipping invalid MCQ answer: 'h' not in options: ['a', 'b', 'c', 'd', 'e']
Skipping invalid MCQ answer: 'f' not in options: ['a', 'b', 'c', 'd', 'e']
Skipping invalid MCQ answer: 'f' not in options: ['a', 'b', 'c', 'd', 'e']
Skipping invalid MCQ answer: 'f' not in options: ['a', 'b', 'c', 'd', 'e']
Skipping invalid MCQ answer: 'i' not in options: ['a', 'b', 'c', 'd', 'e']
Skipping invalid MCQ answer: 'g' not in options: ['a', 'b', 'c', 'd', 'e']
Skipping invalid MCQ answer: 'f' not in options: ['a', 'b', 'c', 'd', 'e']
Skipping invalid MCQ answer: 'f' not in options: ['a', 'b', 'c', 'd', 'e']
Skipping invalid MCQ answer: 'f' not in options: ['a', 'b', 'c', 'd', 'e']
Skipping invalid MCQ answer: 'g' not in options: ['a', 'b', 'c', 'd', 'e']
Skipping invalid MCQ answer: 'g' not in options: ['a', 'b', 'c', 'd', 'e']
Skipping invalid MCQ answer: 'g' not in options: ['a', 'b', 'c', 'd', 'e']
Skipping invalid MCQ answer: 'f' not in options: ['a', 'b', 'c', 'd', 'e']
Skipping invalid MCQ answer: 'g' not in options: ['a', 'b', 'c', 'd', 'e']
Skipping invalid MCQ answer: 'f' not in options: ['a', 'b', 'c', 'd', 'e']
Skipping invalid MCQ answer: 'f' not in options: ['a', 'b', 'c', 'd', 'e']
Skipping invalid MCQ answer: 'f' not in options: ['a', 'b', 'c', 'd', 'e']
Skipping invalid MCQ answer: 'g' not in options: ['a', 'b', 'c', 'd', 'e']
Skipping invalid MCQ answer: 'g' not in options: ['a', 'b', 'c', 'd', 'e']
Skipping invalid MCQ answer: 'f' not in options: ['a', 'b', 'c', 'd', 'e']
Skipping invalid MCQ answer: 'g' not in options: ['a', 'b', 'c', 'd', 'e']
Skipping invalid MCQ answer: 'f' not in options: ['a', 'b', 'c', 'd', 'e']
Skipping invalid MCQ answer: 'f' not in options: ['a', 'b', 'c', 'd', 'e']
Skipping invalid MCQ answer: 'f' not in options: ['a', 'b', 'c', 'd', 'e']
Skipping invalid MCQ answer: 'g' not in options: ['a', 'b', 'c', 'd', 'e']
Skipping invalid MCQ answer: 'f' not in options: ['a', 'b', 'c', 'd', 'e']
Skipping invalid MCQ answer: 'g' not in options: ['a', 'b', 'c', 'd', 'e']
Skipping invalid MCQ answer: 'f' not in options: ['a', 'b', 'c', 'd', 'e']
Skipping invalid MCQ answer: 'g' not in options: ['a', 'b', 'c', 'd', 'e']
Skipping invalid MCQ answer: 'h' not in options: ['a', 'b', 'c', 'd', 'e']
Skipping invalid MCQ answer: 'f' not in options: ['a', 'b', 'c', 'd', 'e']
Skipping invalid MCQ answer: 'f' not in options: ['a', 'b', 'c', 'd', 'e']
Skipping invalid MCQ answer: 'f' not in options: ['a', 'b', 'c', 'd', 'e']
Skipping invalid MCQ answer: 'f' not in options: ['a', 'b', 'c', 'd', 'e']
Skipping invalid MCQ answer: 'g' not in options: ['a', 'b', 'c', 'd', 'e']
Skipping invalid MCQ answer: 'f' not in options: ['a', 'b', 'c', 'd', 'e']
Skipping invalid MCQ answer: 'f' not in options: ['a', 'b', 'c', 'd', 'e']
Skipping invalid MCQ answer: 'f' not in options: ['a', 'b', 'c', 'd', 'e']
Skipping invalid MCQ answer: 'f' not in options: ['a', 'b', 'c', 'd', 'e']
Skipping invalid MCQ answer: 'h' not in options: ['a', 'b', 'c', 'd', 'e']
Skipping invalid MCQ answer: 'i' not in options: ['a', 'b', 'c', 'd', 'e']
Skipping invalid MCQ answer: 'g' not in options: ['a', 'b', 'c', 'd', 'e']
Skipping invalid MCQ answer: 'f' not in options: ['a', 'b', 'c', 'd', 'e']
Skipping invalid MCQ answer: 'g' not in options: ['a', 'b', 'c', 'd', 'e']
Skipping invalid MCQ answer: 'h' not in options: ['a', 'b', 'c', 'd', 'e']
Skipping invalid MCQ answer: 'f' not in options: ['a', 'b', 'c', 'd', 'e']
Skipping invalid MCQ answer: 'f' not in options: ['a', 'b', 'c', 'd', 'e']
Skipping invalid MCQ answer: 'h' not in options: ['a', 'b', 'c', 'd', 'e']
Skipping invalid MCQ answer: 'f' not in options: ['a', 'b', 'c', 'd', 'e']
Skipping invalid MCQ answer: 'f' not in options: ['a', 'b', 'c', 'd', 'e']
Skipping invalid MCQ answer: 'h' not in options: ['a', 'b', 'c', 'd', 'e']
Skipping invalid MCQ answer: 'f' not in options: ['a', 'b', 'c', 'd', 'e']
Skipping invalid MCQ answer: 'f' not in options: ['a', 'b', 'c', 'd', 'e']
Skipping invalid MCQ answer: 'f' not in options: ['a', 'b', 'c', 'd', 'e']
Skipping invalid MCQ answer: 'f' not in options: ['a', 'b', 'c', 'd', 'e']
Skipping invalid MCQ answer: 'g' not in options: ['a', 'b', 'c', 'd', 'e']
Skipping invalid MCQ answer: 'h' not in options: ['a', 'b', 'c', 'd', 'e']
Skipping invalid MCQ answer: 'g' not in options: ['a', 'b', 'c', 'd', 'e']
Skipping invalid MCQ answer: 'g' not in options: ['a', 'b', 'c', 'd', 'e']
Skipping invalid MCQ answer: 'f' not in options: ['a', 'b', 'c', 'd', 'e']
Skipping invalid MCQ answer: 'g' not in options: ['a', 'b', 'c', 'd', 'e']
Skipping invalid MCQ answer: 'f' not in options: ['a', 'b', 'c', 'd', 'e']
Skipping invalid MCQ answer: 'f' not in options: ['a', 'b', 'c', 'd', 'e']
Skipping invalid MCQ answer: 'f' not in options: ['a', 'b', 'c', 'd', 'e']
Skipping invalid MCQ answer: 'f' not in options: ['a', 'b', 'c', 'd', 'e']
Skipping invalid MCQ answer: 'f' not in options: ['a', 'b', 'c', 'd', 'e']
Skipping invalid MCQ answer: 'g' not in options: ['a', 'b', 'c', 'd', 'e']
Skipping invalid MCQ answer: 'g' not in options: ['a', 'b', 'c', 'd', 'e']
Skipping invalid MCQ answer: 'f' not in options: ['a', 'b', 'c', 'd', 'e']
Skipping invalid MCQ answer: 'f' not in options: ['a', 'b', 'c', 'd', 'e']
Skipping invalid MCQ answer: 'f' not in options: ['a', 'b', 'c', 'd', 'e']
Skipping invalid MCQ answer: 'f' not in options: ['a', 'b', 'c', 'd', 'e']
Skipping invalid MCQ answer: 'h' not in options: ['a', 'b', 'c', 'd', 'e']
Skipping invalid MCQ answer: 'f' not in options: ['a', 'b', 'c', 'd', 'e']
Skipping invalid MCQ answer: 'g' not in options: ['a', 'b', 'c', 'd', 'e']
Skipping invalid MCQ answer: 'f' not in options: ['a', 'b', 'c', 'd', 'e']
Skipping invalid MCQ answer: 'g' not in options: ['a', 'b', 'c', 'd', 'e']
Skipping invalid MCQ answer: 'g' not in options: ['a', 'b', 'c', 'd', 'e']
Skipping invalid MCQ answer: 'h' not in options: ['a', 'b', 'c', 'd', 'e']
Skipping invalid MCQ answer: 'g' not in options: ['a', 'b', 'c', 'd', 'e']
Skipping invalid MCQ answer: 'j' not in options: ['a', 'b', 'c', 'd', 'e']
Skipping invalid MCQ answer: 'f' not in options: ['a', 'b', 'c', 'd', 'e']
Skipping invalid MCQ answer: 'f' not in options: ['a', 'b', 'c', 'd', 'e']
Skipping invalid MCQ answer: 'f' not in options: ['a', 'b', 'c', 'd', 'e']
Skipping invalid MCQ answer: 'f' not in options: ['a', 'b', 'c', 'd', 'e']
Skipping invalid MCQ answer: 'f' not in options: ['a', 'b', 'c', 'd', 'e']
Skipping invalid MCQ answer: 'f' not in options: ['a', 'b', 'c', 'd', 'e']
Skipping invalid MCQ answer: 'f' not in options: ['a', 'b', 'c', 'd', 'e']
Skipping invalid MCQ answer: 'f' not in options: ['a', 'b', 'c', 'd', 'e']
Skipping invalid MCQ answer: 'f' not in options: ['a', 'b', 'c', 'd', 'e']
Skipping invalid MCQ answer: 'f' not in options: ['a', 'b', 'c', 'd', 'e']
Skipping invalid MCQ answer: 'g' not in options: ['a', 'b', 'c', 'd', 'e']
Skipping invalid MCQ answer: 'g' not in options: ['a', 'b', 'c', 'd', 'e']
Skipping invalid MCQ answer: 'f' not in options: ['a', 'b', 'c', 'd', 'e']
Skipping invalid MCQ answer: 'f' not in options: ['a', 'b', 'c', 'd', 'e']
Skipping invalid MCQ answer: 'f' not in options: ['a', 'b', 'c', 'd', 'e']
Skipping invalid MCQ answer: 'f' not in options: ['a', 'b', 'c', 'd', 'e']
Skipping invalid MCQ answer: 'g' not in options: ['a', 'b', 'c', 'd', 'e']
Skipping invalid MCQ answer: 'g' not in options: ['a', 'b', 'c', 'd', 'e']
Skipping invalid MCQ answer: 'g' not in options: ['a', 'b', 'c', 'd', 'e']
Skipping invalid MCQ answer: 'f' not in options: ['a', 'b', 'c', 'd', 'e']
Skipping invalid MCQ answer: 'f' not in options: ['a', 'b', 'c', 'd', 'e']
Skipping invalid MCQ answer: 'f' not in options: ['a', 'b', 'c', 'd', 'e']
Tokenised datasets loaded
LoRA model loaded
|===========================================================================|
|                  PyTorch CUDA memory summary, device ID 0                 |
|---------------------------------------------------------------------------|
|            CUDA OOMs: 0            |        cudaMalloc retries: 0         |
|===========================================================================|
|        Metric         | Cur Usage  | Peak Usage | Tot Alloc  | Tot Freed  |
|---------------------------------------------------------------------------|
| Allocated memory      |  30841 MiB |  30841 MiB |  31049 MiB | 212992 KiB |
|       from large pool |  30632 MiB |  30632 MiB |  30632 MiB |      0 KiB |
|       from small pool |    209 MiB |    209 MiB |    417 MiB | 212992 KiB |
|---------------------------------------------------------------------------|
| Active memory         |  30841 MiB |  30841 MiB |  31049 MiB | 212992 KiB |
|       from large pool |  30632 MiB |  30632 MiB |  30632 MiB |      0 KiB |
|       from small pool |    209 MiB |    209 MiB |    417 MiB | 212992 KiB |
|---------------------------------------------------------------------------|
| Requested memory      |  30841 MiB |  30841 MiB |  31049 MiB | 212992 KiB |
|       from large pool |  30632 MiB |  30632 MiB |  30632 MiB |      0 KiB |
|       from small pool |    209 MiB |    209 MiB |    417 MiB | 212992 KiB |
|---------------------------------------------------------------------------|
| GPU reserved memory   |  30850 MiB |  30850 MiB |  31058 MiB | 212992 KiB |
|       from large pool |  30640 MiB |  30640 MiB |  30640 MiB |      0 KiB |
|       from small pool |    210 MiB |    210 MiB |    418 MiB | 212992 KiB |
|---------------------------------------------------------------------------|
| Non-releasable memory |      0 B   |      0 B   |      0 B   |      0 B   |
|       from large pool |      0 B   |      0 B   |      0 B   |      0 B   |
|       from small pool |      0 B   |      0 B   |      0 B   |      0 B   |
|---------------------------------------------------------------------------|
| Allocations           |     550    |     550    |     806    |     256    |
|       from large pool |     226    |     226    |     226    |       0    |
|       from small pool |     324    |     324    |     580    |     256    |
|---------------------------------------------------------------------------|
| Active allocs         |     550    |     550    |     806    |     256    |
|       from large pool |     226    |     226    |     226    |       0    |
|       from small pool |     324    |     324    |     580    |     256    |
|---------------------------------------------------------------------------|
| GPU reserved segments |       0    |       0    |       0    |       0    |
|       from large pool |       0    |       0    |       0    |       0    |
|       from small pool |       0    |       0    |       0    |       0    |
|---------------------------------------------------------------------------|
| Non-releasable allocs |       0    |       0    |       0    |       0    |
|       from large pool |       0    |       0    |       0    |       0    |
|       from small pool |       0    |       0    |       0    |       0    |
|---------------------------------------------------------------------------|
| Oversize allocations  |       0    |       0    |       0    |       0    |
|---------------------------------------------------------------------------|
| Oversize GPU segments |       0    |       0    |       0    |       0    |
|===========================================================================|

{'loss': 6.7086, 'grad_norm': 20022618.0, 'learning_rate': 4.880607814761216e-05, 'epoch': 0.07}
{'loss': 6.4287, 'grad_norm': 12383444.0, 'learning_rate': 4.760009647853353e-05, 'epoch': 0.14}
{'loss': 6.5895, 'grad_norm': 14947638.0, 'learning_rate': 4.6394114809454895e-05, 'epoch': 0.22}
{'loss': 6.7437, 'grad_norm': 13238539.0, 'learning_rate': 4.518813314037627e-05, 'epoch': 0.29}
{'loss': 6.5904, 'grad_norm': 10219639.0, 'learning_rate': 4.3982151471297636e-05, 'epoch': 0.36}
{'loss': 6.4897, 'grad_norm': 21023778.0, 'learning_rate': 4.277616980221901e-05, 'epoch': 0.43}
{'loss': 6.5497, 'grad_norm': 18323822.0, 'learning_rate': 4.1570188133140384e-05, 'epoch': 0.51}
{'loss': 6.535, 'grad_norm': 16111299.0, 'learning_rate': 4.036420646406175e-05, 'epoch': 0.58}
{'loss': 6.4728, 'grad_norm': 9889710.0, 'learning_rate': 3.915822479498312e-05, 'epoch': 0.65}
{'loss': 6.523, 'grad_norm': 22249092.0, 'learning_rate': 3.795224312590449e-05, 'epoch': 0.72}
{'loss': 6.4631, 'grad_norm': 18549478.0, 'learning_rate': 3.674626145682586e-05, 'epoch': 0.8}
{'loss': 6.5412, 'grad_norm': 12795860.0, 'learning_rate': 3.5540279787747226e-05, 'epoch': 0.87}
{'loss': 6.4705, 'grad_norm': 7499555.5, 'learning_rate': 3.433429811866859e-05, 'epoch': 0.94}
{'loss': 6.3512, 'grad_norm': 10862454.0, 'learning_rate': 3.312831644958997e-05, 'epoch': 1.01}
{'loss': 6.3604, 'grad_norm': 2938719.0, 'learning_rate': 3.1922334780511334e-05, 'epoch': 1.09}
{'loss': 6.5588, 'grad_norm': 23283024.0, 'learning_rate': 3.071635311143271e-05, 'epoch': 1.16}
{'loss': 6.601, 'grad_norm': 12380946.0, 'learning_rate': 2.951037144235408e-05, 'epoch': 1.23}
{'loss': 6.4312, 'grad_norm': 11887663.0, 'learning_rate': 2.8304389773275445e-05, 'epoch': 1.3}
{'loss': 6.4438, 'grad_norm': 8613659.0, 'learning_rate': 2.7098408104196816e-05, 'epoch': 1.37}
{'loss': 6.4438, 'grad_norm': 14209987.0, 'learning_rate': 2.589242643511819e-05, 'epoch': 1.45}
{'loss': 6.4304, 'grad_norm': 11047133.0, 'learning_rate': 2.4686444766039557e-05, 'epoch': 1.52}
{'loss': 6.4308, 'grad_norm': 11413458.0, 'learning_rate': 2.3480463096960927e-05, 'epoch': 1.59}
{'loss': 6.4733, 'grad_norm': 15649654.0, 'learning_rate': 2.2274481427882295e-05, 'epoch': 1.66}
{'loss': 6.3939, 'grad_norm': 15953896.0, 'learning_rate': 2.106849975880367e-05, 'epoch': 1.74}
{'loss': 6.3747, 'grad_norm': 17114010.0, 'learning_rate': 1.986251808972504e-05, 'epoch': 1.81}
{'loss': 6.4008, 'grad_norm': 15712133.0, 'learning_rate': 1.8656536420646406e-05, 'epoch': 1.88}
{'loss': 6.3885, 'grad_norm': 10265648.0, 'learning_rate': 1.7450554751567776e-05, 'epoch': 1.95}
{'loss': 6.4304, 'grad_norm': 16891420.0, 'learning_rate': 1.6244573082489147e-05, 'epoch': 2.03}
{'loss': 6.3955, 'grad_norm': 17060538.0, 'learning_rate': 1.5038591413410516e-05, 'epoch': 2.1}
{'loss': 6.4313, 'grad_norm': 19781344.0, 'learning_rate': 1.3832609744331886e-05, 'epoch': 2.17}
{'loss': 6.3793, 'grad_norm': 11554551.0, 'learning_rate': 1.2626628075253258e-05, 'epoch': 2.24}
{'loss': 6.3805, 'grad_norm': 14489476.0, 'learning_rate': 1.1420646406174626e-05, 'epoch': 2.32}
{'loss': 6.2578, 'grad_norm': 15987725.0, 'learning_rate': 1.0214664737095998e-05, 'epoch': 2.39}
{'loss': 6.2534, 'grad_norm': 15325899.0, 'learning_rate': 9.008683068017367e-06, 'epoch': 2.46}
{'loss': 6.294, 'grad_norm': 17445976.0, 'learning_rate': 7.802701398938735e-06, 'epoch': 2.53}
{'loss': 6.3362, 'grad_norm': 12464582.0, 'learning_rate': 6.596719729860107e-06, 'epoch': 2.6}
{'loss': 6.2647, 'grad_norm': 11510285.0, 'learning_rate': 5.390738060781476e-06, 'epoch': 2.68}
{'loss': 6.3257, 'grad_norm': 21202146.0, 'learning_rate': 4.184756391702847e-06, 'epoch': 2.75}
{'loss': 6.2544, 'grad_norm': 10972931.0, 'learning_rate': 2.978774722624216e-06, 'epoch': 2.82}
{'loss': 6.1466, 'grad_norm': 11795648.0, 'learning_rate': 1.772793053545586e-06, 'epoch': 2.89}
{'loss': 6.3823, 'grad_norm': 12083001.0, 'learning_rate': 5.66811384466956e-07, 'epoch': 2.97}
{'train_runtime': 1716.1871, 'train_samples_per_second': 38.653, 'train_steps_per_second': 2.416, 'train_loss': 6.428308099580168, 'epoch': 3.0}
Finetuning complete!
[1;34mwandb[0m: 
[1;34mwandb[0m: 🚀 View run [33mmcq_finetuning[0m at: [34mhttps://wandb.ai/annie-ch-university-of-stuttgart/liver_multitask/runs/6z2dhv7y[0m
[1;34mwandb[0m: Find logs at: [1;35mwandb/run-20250625_124121-6z2dhv7y/logs[0m

============================= JOB FEEDBACK =============================

Job ID: 3290480
Cluster: hk
User/Group: st_st191428/hk-project-p00201316
Account: hk-project-p00201316
State: COMPLETED (exit code 0)
Partition: accelerated-h100
Nodes: 1
Cores per node: 32
Nodelist: hkn0920
CPU Utilized: 00:29:42
CPU Efficiency: 3.05% of 16:14:56 core-walltime
Job Wall-clock time: 00:30:28
Starttime: Wed Jun 25 12:39:49 2025
Endtime: Wed Jun 25 13:10:17 2025
Memory Utilized: 32.00 GB
Memory Efficiency: 0.00% of 0.00 MB
Energy Consumed: 2201141 Joule / 611.428055555556 Watthours
Average node power draw: 1204.12527352298 Watt
